"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Anielin","53°10'53''","17°45'05''","0403072"
"Anielin","53°33'23''","16°51'07''","3031055"
"Anielin","52°26'43''","18°54'21''","0418032"
"Anielin","52°23'01''","19°17'31''","1002072"
"Anielin","52°21'59''","19°27'43''","1404022"
"Anielin","52°47'09''","20°50'51''","1402042"
"Anielin","52°39'43''","20°40'04''","1420082"
"Anielin","52°05'08''","21°16'50''","1417044"
"Anielin","51°49'39''","20°50'04''","1406012"
"Anielin","51°38'54''","20°22'26''","1013032"
"Anielin","51°46'56''","21°16'59''","1407062"
"Anielin","51°31'57''","20°19'36''","1007062"
"Anielin","51°49'18''","22°12'19''","0611042"
"Anielin","51°27'40''","21°32'57''","1407012"
"Anielin","51°14'10''","21°18'52''","1425105"
"Anielin","51°24'34''","21°49'33''","0614092"
"Anielin","50°55'52''","21°55'18''","0607025"
"Anielin","51°52'11''","19°39'32''","1020085"
"Anielin","51°38'00''","19°07'27''","1003025"
"Anielin","51°19'36''","18°51'38''","1017032"
"Anielin","51°00'05''","19°46'47''","1012132"
"Anielin Swędowski","51°55'06''","19°32'29''","1020085"
"Anielina","52°10'00''","21°34'40''","1412011"
"Anielinek","52°04'41''","21°25'56''","1417052"
"Anielinek","52°13'28''","21°37'60''","1412082"
"Kolonia Anielinek","52°13'38''","21°38'36''","1412082"
"Anielino","53°33'24''","15°13'04''","3218015"
"Kolonia Anielino","53°33'03''","15°13'35''","3218015"
"Anieliny","53°07'44''","17°29'43''","0410042"
"Anielki","51°54'26''","22°46'12''","0615042"
"Anielki","51°55'05''","22°46'47''","0601042"
"Anielów","51°46'37''","21°46'39''","1403112"
"Anielów","51°10'19''","19°13'13''","1009082"
"Anielów","51°10'48''","19°47'14''","1010052"
"Anielówka","51°34'12''","22°17'08''","0608082"
"Anielpol","50°54'09''","23°19'31''","0606062"
"Anin","52°15'52''","19°30'48''","1002092"
"Anin","53°57'14''","19°50'37''","2815085"
"Anin","52°13'17''","21°09'29''","1465148"
"Aniołka-Parcele","51°08'55''","17°58'42''","3008072"
"Aniołka Druga","51°09'21''","17°58'41''","3008072"
"Aniołka Pierwsza","51°08'15''","17°59'58''","3008072"
"Aniołki","51°26'17''","17°52'54''","3018075"
"Aniołki","51°11'02''","18°15'02''","1018052"
"Aniołowo","52°22'06''","16°49'43''","3021072"
"Aniołowo","54°07'13''","19°35'47''","2804075"
"Kolonia Aniołowo","54°06'21''","19°35'53''","2804075"
"Aniołów","51°50'55''","19°21'09''","1020031"
"Aniołów","51°02'36''","19°26'44''","1012011"
"Aniołów","50°47'05''","19°41'38''","2404064"
"Aniołów","50°50'33''","19°09'08''","2464011"
"Aniołówka","49°45'38''","20°04'34''","1209092"
"Anioły","49°40'53''","19°18'39''","2417132"
"Ankamaty","53°55'43''","19°16'53''","2216015"
"Anna","51°05'35''","20°53'40''","2610042"
"Anna","50°18'58''","19°18'59''","2465011"
"Osiedle Anna","51°05'54''","17°01'07''","0264011"
"Borowie","52°30'34''","19°25'25''","1404022"
"Annapol","51°59'28''","17°31'43''","3006025"
"Annobór","51°25'44''","22°35'23''","0608072"
"Annobór-Kolonia","51°26'06''","22°35'26''","0608072"
"Annogóra","52°44'23''","16°29'51''","3024042"
"Annolesie","51°18'11''","18°54'22''","1001062"
"Annolesie","51°03'27''","18°56'41''","2406072"
"Annopol","51°52'18''","18°21'12''","3007062"
"Annopol","51°52'01''","18°21'36''","3007062"
"Annopol","51°39'44''","16°55'40''","3022035"
"Annopol","52°24'40''","19°38'17''","1404052"
"Annopol","52°10'46''","21°19'06''","1417082"
"Annopol","52°58'26''","20°53'18''","1422072"
"Annopol","52°25'51''","21°42'10''","1434102"
"Annopol","52°24'55''","22°51'54''","2010011"
"Annopol","51°49'01''","20°34'20''","1406022"
"Annopol","51°51'04''","21°35'56''","1403042"
"Annopol","51°40'02''","22°24'26''","0608065"
"Annopol","51°40'06''","22°23'29''","0608065"
"Annopol","51°00'24''","23°46'18''","0603142"
"Annopol","50°53'08''","21°51'25''","0607024"
"Annopol","50°54'28''","23°54'13''","0604042"
"Annopol","50°10'59''","21°56'40''","1816065"
"Annopol","52°18'04''","21°01'20''","1465038"
"Annopol Duży","51°40'05''","20°06'17''","1016042"
"Annopol Mały","51°40'29''","20°06'43''","1016042"
"Annopole","52°12'34''","17°11'49''","3025045"
"Annopole","53°20'09''","16°57'22''","3031062"
"Annosław","51°45'50''","20°25'33''","1013052"
"Annostaw","49°44'02''","21°24'07''","1805042"
"Annowo","52°29'60''","17°00'02''","3021042"
"Annowo","53°01'49''","17°51'49''","0419045"
"Annowo","52°48'42''","17°52'30''","0419022"
"Annowo","53°28'04''","18°55'18''","0406022"
"Annowo","52°33'59''","18°47'10''","0418125"
"Annowo","54°02'35''","21°10'59''","2808055"
"Annowo","54°10'39''","23°06'39''","2012082"
"Annowo","53°16'06''","20°48'06''","1422025"
"Annów","52°25'49''","19°19'30''","1404022"
"Annów","51°38'51''","20°11'24''","1016042"
"Annów","50°55'12''","22°29'55''","0609162"
"Annów","51°24'14''","21°37'06''","1436022"
"Annów","51°49'18''","18°47'18''","1011062"
"Hannów","50°17'59''","21°08'39''","1204075"
"Annówka","51°59'33''","18°13'49''","3007072"
"Annówka","51°40'40''","22°28'25''","0608065"
"Annówka","51°47'58''","19°05'18''","1008062"
"Anonin","51°53'43''","22°11'17''","0611072"
"Antałówka","49°38'37''","19°52'42''","1215052"
"Antałówka","49°17'38''","19°51'36''","1217042"
"Antałówka","49°17'31''","19°58'31''","1217011"
"Anteczków","51°50'12''","17°09'01''","3004052"
"Antolcówka","49°32'26''","20°00'30''","1211092"
"Antolek","52°20'14''","21°12'33''","1434011"
"Antolin","52°15'34''","23°09'04''","0601072"
"Antolin","51°39'49''","19°57'07''","1016032"
"Antolin","50°48'16''","22°27'03''","0605065"
"Antolka","50°24'09''","20°05'55''","1208042"
"Antolka","50°37'56''","19°31'37''","2409032"
"Antomieszki","54°18'44''","21°59'48''","2818012"
"Antonia","53°27'12''","21°26'15''","2817052"
"Antonia","53°27'58''","21°30'47''","1415072"
"Antonie","53°07'00''","21°31'28''","1415092"
"Antonie","51°05'08''","18°57'07''","2406072"
"Antonielów","51°14'16''","19°43'24''","1010052"
"Antonielów","50°56'40''","20°11'39''","2604082"
"Antoniew","52°16'11''","19°31'09''","1002092"
"Antoniew","52°10'19''","19°39'46''","1002022"
"Antoniew","52°15'15''","20°10'50''","1428072"
"Antoniew","52°11'45''","20°10'16''","1428052"
"Antoniew","52°02'20''","20°19'41''","1438052"
"Antoniew","51°54'55''","19°02'23''","1011012"
"Antoniew","51°58'44''","19°41'13''","1020052"
"Antoniew","51°45'12''","19°09'56''","1008062"
"Antoniew","51°47'25''","19°21'01''","1020045"
"Antoniew-Lubocha","51°53'45''","19°05'57''","1011012"
"Antoniewice","52°56'25''","14°35'57''","3206085"
"Antoniewko","53°05'40''","15°46'04''","3202012"
"Antoniewo","51°40'18''","16°52'25''","3022035"
"Antoniewo","51°28'50''","17°48'29''","3018075"
"Antoniewo","52°50'31''","16°26'52''","3002052"
"Antoniewo","52°39'39''","17°11'11''","3028055"
"Antoniewo","53°10'30''","15°35'03''","3202025"
"Antoniewo","52°59'04''","17°58'42''","0419045"
"Maśka","53°53'47''","17°35'07''","2202025"
"Antoniewo","53°53'32''","17°37'14''","2202025"
"Antoniewo","53°09'42''","18°38'43''","0415022"
"Antoniewo","53°06'29''","19°02'11''","0405032"
"Antoniewo","52°56'54''","18°47'13''","0415072"
"Antoniewo","52°39'28''","18°48'57''","0401052"
"Antoniewo","52°24'08''","19°16'29''","0418115"
"Antoniewo","52°54'59''","19°25'44''","0408075"
"Antoniewo","52°44'45''","19°39'46''","1427022"
"Antoniewo","53°56'08''","19°55'26''","2815085"
"Antoniewo","52°50'04''","21°48'13''","1416072"
"Antoniewo","52°54'09''","19°59'21''","1437052"
"Antoniewo-Góry","52°54'48''","19°57'31''","1437052"
"Antoniewo","52°39'17''","17°11'55''","3028055"
"Antoniewo Górne","52°38'58''","17°12'51''","3028055"
"Antoniki","50°11'17''","23°09'33''","1809042"
"Antonin","52°06'39''","17°36'56''","3006045"
"Antonin","51°38'47''","18°21'09''","3007102"
"Antonin","51°30'42''","17°50'41''","3017052"
"Antonin","52°24'59''","17°01'16''","3064011"
"Antonin","52°22'13''","17°18'54''","3021085"
"Antonin","52°09'52''","17°24'53''","3025022"
"Antonin","52°36'50''","16°50'04''","3016015"
"Antonin","53°48'32''","19°11'52''","2207045"
"Antonin","52°45'50''","18°50'36''","0418102"
"Antonin","52°41'22''","22°33'13''","2013025"
"Antonina","52°12'37''","21°41'50''","1412082"
"Antonin","51°49'20''","21°39'24''","1403052"
"Antonin","51°43'58''","22°40'56''","0615062"
"Antonin","51°08'36''","23°32'59''","0603032"
"Antonin","51°04'31''","23°41'37''","0603142"
"Antonin","51°43'43''","19°02'46''","1019025"
"Antonin","51°28'45''","18°51'21''","1014052"
"Kolonia Antonin","52°40'48''","22°33'17''","2013025"
"Antonina","52°19'19''","21°42'42''","1412062"
"Antonina","51°51'20''","18°51'02''","1011035"
"Antonina","51°18'09''","18°56'59''","1001062"
"Antonina","51°09'18''","19°06'54''","1009072"
"Antoninek","52°16'09''","16°38'41''","3021145"
"Antoninek","52°24'26''","17°01'18''","3064011"
"Antoninek","52°01'57''","21°28'58''","1417052"
"Antoninów","52°30'11''","19°31'46''","1404022"
"Antoninów","52°25'21''","19°35'56''","1419072"
"Antoninów","51°51'20''","20°25'06''","1013025"
"Antoninów","52°03'26''","20°54'27''","1418045"
"Antoninów","51°51'52''","19°01'21''","1011035"
"Antoninów","51°25'26''","20°08'02''","1007072"
"Antoninów","50°40'11''","20°25'14''","2602025"
"Antoniny","53°03'30''","17°03'58''","3001055"
"Antoniów","50°53'49''","15°30'05''","0206092"
"Antoniów","50°41'32''","18°11'49''","1609085"
"Antoniów","51°28'07''","20°12'29''","1007045"
"Antoniów","51°13'25''","22°51'48''","0610042"
"Antoniów","51°27'28''","21°07'24''","1425052"
"Antoniów","51°15'43''","21°13'04''","1425105"
"Antoniów","51°12'00''","21°24'16''","1409022"
"Antoniów","51°12'15''","20°42'04''","1430012"
"Antoniów","50°43'55''","21°53'34''","1818042"
"Antoniów","51°06'44''","19°17'27''","1012082"
"Antoniów","51°07'46''","19°33'60''","1012072"
"Antoniów","51°25'43''","20°30'06''","1423022"
"Antoniów","51°12'47''","20°10'28''","1007082"
"Antoniów","51°02'58''","21°31'27''","2607022"
"Antoniów","50°58'60''","19°22'01''","2404082"
"Antoniów","51°04'10''","20°14'30''","2605042"
"Antoniów","50°34'11''","20°49'33''","2601022"
"Antoniów","50°53'04''","20°07'43''","2613022"
"Antoniów","50°41'02''","21°07'30''","2604162"
"Antoniów","50°35'02''","20°30'10''","2602012"
"Antoniów","50°52'08''","19°05'36''","2404112"
"Antoniów","50°51'08''","19°30'13''","2404052"
"Antoniów","49°44'38''","20°08'53''","1207032"
"Antoniów","50°22'29''","19°14'11''","2465011"
"Antoniów-Kolonia","51°13'34''","22°52'54''","0610042"
"Antoniów-Wieś","51°13'32''","22°51'43''","0610042"
"Antoniów Duży","51°03'02''","21°31'50''","2607022"
"Antoniów Mały","51°03'00''","21°31'19''","2607022"
"Leśniczówka Antoniów","51°12'06''","21°21'07''","1425035"
"Antoniówka","51°34'49''","22°40'02''","0608112"
"Antoniówka","51°03'51''","22°46'09''","0609092"
"Antoniówka","50°57'34''","22°54'46''","0606032"
"Antoniówka","50°55'26''","22°44'59''","0609152"
"Antoniówka","51°25'52''","21°16'52''","1425062"
"Antoniówka","51°25'39''","21°34'44''","1436022"
"Antoniówka","50°33'51''","23°22'17''","0618042"
"Antoniówka","50°46'14''","22°08'20''","1818055"
"Antoniówka","51°26'23''","19°01'44''","1003042"
"Antoniówka","50°39'23''","23°28'13''","0620032"
"Antoniówka","51°12'21''","19°15'22''","1001042"
"Antoniówka","51°24'41''","20°09'49''","1007072"
"Antoniówka","50°34'39''","21°27'32''","2609052"
"Antoniówka","50°14'11''","21°27'27''","1811075"
"Antoniówka Świerżowska","51°40'31''","21°29'03''","1403072"
"Antoniówka Wilczkowska","51°41'27''","21°29'10''","1403072"
"Kolonia Kuniczki","51°24'45''","20°10'45''","1007072"
"Antonowo","54°03'37''","21°45'05''","2806042"
"Antonowo","52°43'24''","21°55'03''","1416045"
"Antonowo","52°43'20''","21°55'02''","1416045"
"Antonowo","52°43'22''","23°20'01''","2003062"
"Antonów","50°52'52''","18°39'17''","2406082"
"Antonówka","50°48'16''","16°00'49''","0207011"
"Antonówka","52°38'55''","22°14'58''","1429032"
"Antonówka","51°48'11''","21°56'59''","1403145"
"Antonówka","51°05'35''","22°05'05''","0612012"
"Antonówka","50°46'57''","23°53'12''","0604011"
"Antonówka nad Koleją","49°18'03''","19°57'54''","1217011"
"Antońka","50°21'06''","21°29'52''","1811092"
"Antopol","51°39'10''","23°14'36''","0613052"
"Antopol","51°16'43''","22°15'10''","0614085"
"Antopol","51°05'03''","19°32'51''","1012072"
"Antosin","52°47'46''","19°53'51''","1427072"
"Antosin","54°18'27''","22°49'20''","2012092"
"Antosin","52°16'28''","20°04'55''","1428062"
"Antosze","49°39'52''","20°05'26''","1207092"
"Antoszka","50°22'41''","18°02'04''","1605042"
"Anulin","52°24'26''","19°21'53''","1404022"
"Anusin","53°08'56''","17°13'39''","3019085"
"Anusin","52°34'07''","18°29'10''","0411055"
"Anusin","52°05'46''","21°10'09''","1418025"
"Anusin","52°23'21''","22°54'43''","2010092"
"Anusin","51°10'30''","23°08'18''","0603115"
"Anusin","51°03'48''","22°52'01''","0617042"
"Anusin","51°12'18''","21°36'19''","1409022"
"Anusin","51°48'58''","18°55'46''","1011062"
"Anusin","52°09'12''","19°19'21''","1004082"
"Anusin","50°40'17''","23°53'51''","0604052"
"Anusin","52°24'49''","23°10'55''","2010072"
"Anusin Drugi","51°48'37''","18°56'38''","1011062"
"Anusin Pierwszy","51°49'10''","18°55'29''","1011062"
"Kolonia Anusin","52°24'38''","22°54'50''","2010092"
"Anusinek","52°22'59''","21°01'11''","1408032"
"Anuszewo","53°31'29''","21°41'15''","2816035"
"Handzele","49°41'59''","19°32'34''","1215072"
"Aplinki","53°45'18''","18°49'19''","2214025"
"Apolda","50°23'45''","18°45'48''","2413092"
"Apolinów","51°25'12''","19°20'11''","1001022"
"Apolonia","51°43'57''","19°09'39''","1003052"
"Apolonka","51°28'19''","19°53'59''","1010115"
"Apolonka","50°42'43''","19°29'04''","2404032"
"Aptynty","54°18'15''","21°18'10''","2808022"
"Aranki","53°11'48''","19°34'37''","0402055"
"Arbasy","52°30'40''","22°32'38''","2010025"
"Arbasy Małe","52°30'30''","22°33'37''","2010025"
"Arcelin","52°39'18''","20°18'53''","1420092"
"Archutowo","52°30'34''","20°05'54''","1419022"
"Archutówko","52°29'58''","20°04'50''","1419022"
"Arciechów","52°29'49''","21°04'59''","1434095"
"Arciechów","52°22'16''","20°06'02''","1428032"
"Arciechówek","52°21'31''","20°05'41''","1428032"
"Arciszewo","52°27'37''","18°52'21''","0418032"
"Arciszewo","54°15'33''","18°33'55''","2204042"
"Arciuchowa Łaźnia","53°20'47''","23°25'34''","2011085"
"Arcugowo","52°26'58''","17°41'44''","3003082"
"Ardapy","54°13'49''","20°45'16''","2801032"
"Arendarczykówka","49°34'27''","19°53'35''","1211112"
"Arendarka","51°26'32''","22°32'51''","0608072"
"Arendarskie","49°59'30''","22°13'02''","1810042"
"Arentowo","53°06'20''","17°02'23''","3019052"
"Argentyna","51°25'34''","23°26'06''","0619032"
"Argentyna","50°15'57''","20°35'41''","2603012"
"Arianki","52°48'00''","18°50'23''","0401082"
"Ariany","52°48'04''","18°50'58''","0401082"
"Arkadia","52°04'56''","20°00'27''","1005092"
"Osiedle Arki Bożka","50°19'60''","18°56'35''","2462011"
"Osiedle Arki Bożka","49°56'58''","18°36'34''","2467011"
"Arklity","54°17'49''","21°20'40''","2808022"
"Arkońskie-Niemierzyn","53°27'20''","14°31'46''","3262011"
"Arkuszewo","52°20'31''","18°56'30''","3009115"
"Arkuszewo","52°32'13''","17°38'16''","3003011"
"Arkuszów","50°39'56''","21°09'18''","2604162"
"Arłamów","49°35'24''","22°37'41''","1801085"
"Osiedle Armii Krajowej","52°22'48''","16°57'10''","3064011"
"Osiedle Armii Krajowej","52°51'07''","19°10'37''","0408011"
"Osiedle Armii Krajowej","51°13'39''","18°33'41''","1017094"
"Osiedle Armii Krajowej","50°50'46''","19°58'53''","2613064"
"Arnoldowo","52°57'42''","17°54'29''","0419044"
"Arntowo","52°53'16''","16°09'59''","3002084"
"Artulewo","53°13'16''","19°58'52''","2803052"
"Kolonia Artur","50°12'57''","19°14'04''","2468011"
"Arturowo","52°43'31''","18°20'16''","0407065"
"Arturowo","52°44'52''","18°45'25''","0401052"
"Arturówek","51°49'04''","19°28'14''","1061029"
"Artych","52°13'26''","22°43'60''","1410024"
"Arynów","52°12'20''","21°32'16''","1412112"
"Asmus","53°53'16''","17°35'16''","2202025"
"Osiedle Asnyka","49°58'59''","20°04'07''","1219054"
"Aspulówka","49°47'27''","20°01'24''","1209035"
"Astachowice","51°58'51''","19°26'14''","1020092"
"Asuny","54°19'19''","21°23'17''","2808022"
"Aszczycówka","49°48'41''","22°44'20''","1862011"
"Atalin","51°21'36''","21°36'57''","1436055"
"Atanazyn","53°02'47''","17°07'35''","3001055"
"Ateny","53°57'51''","23°02'31''","2001052"
"Antoniny","52°42'40''","16°28'15''","3024042"
"Audyniszki","54°17'34''","22°08'56''","2818012"
"Augamy","54°22'20''","20°21'55''","2801052"
"Augustopol","52°20'18''","19°06'01''","1002032"
"Augustowo","51°45'23''","16°40'33''","3013045"
"Augustowo","52°09'48''","16°20'18''","3005055"
"Augustowo","52°32'15''","16°12'08''","3014022"
"Augustowo","54°15'20''","17°48'44''","2205072"
"Augustowo","53°13'42''","18°05'45''","0403032"
"Augustowo","52°54'45''","17°57'09''","0419015"
"Augustowo","53°18'55''","16°48'07''","3031062"
"Augustowo","53°14'55''","16°58'56''","3031035"
"Augustowo","53°19'27''","19°34'31''","0402042"
"Augustowo","52°54'28''","20°19'23''","1413052"
"Augustowo","52°43'57''","21°34'47''","1435022"
"Augustowo","52°46'28''","23°07'47''","2003032"
"Augustowo","53°44'43''","20°59'13''","2817022"
"Na Brańskiej","52°45'44''","23°09'12''","2003032"
"Augustów","51°06'32''","16°21'06''","0205062"
"Augustów","50°59'54''","15°20'16''","0212045"
"Augustów","52°56'18''","20°57'15''","1422052"
"Augustów","53°50'24''","22°59'54''","2001011"
"Augustów","52°20'10''","21°04'55''","1465038"
"Augustów","51°41'16''","21°10'28''","1407042"
"Augustów","51°36'33''","23°26'02''","0619062"
"Augustów","51°31'19''","21°28'21''","1425082"
"Augustów","51°28'18''","21°11'04''","1463011"
"Augustów","51°20'40''","21°02'59''","1425072"
"Augustów","52°03'34''","19°36'16''","1005022"
"Augustów","50°10'52''","22°35'38''","1814074"
"Augustów","51°44'58''","19°32'47''","1061069"
"Augustów","51°17'32''","19°04'59''","1009052"
"Augustów","51°26'10''","20°27'42''","1007025"
"Augustówek","52°22'27''","20°41'58''","1414022"
"Augustówek","52°21'18''","21°03'15''","1465038"
"Augustówka","52°27'20''","17°02'33''","3021165"
"Augustówka","53°58'58''","20°55'32''","2814082"
"Augustówka","52°11'30''","21°05'04''","1465058"
"Augustówka","52°12'37''","21°51'43''","1412095"
"Augustówka","51°59'13''","21°30'05''","1417062"
